Categoria do Produto,Filial,Nome do Produto,Preço do Produto (R$),Quantidade em Estoque,Data da Venda
Eletrônicos,Filial 5,Delineador líquido,54.35,5,INDISPONIVEL
Eletrodomésticos,Filial 2,Pó compacto,89.04,40,INDISPONIVEL
Eletrodomésticos,Filial 4,Lápis de sobrancelha,33.23,29,INDISPONIVEL
Eletrodomésticos,Filial 4,Base líquida,51.18,99,INDISPONIVEL
Roupas,Filial 7,Batom matte,81.12,71,INDISPONIVEL
Eletrodomésticos,Filial 8,Base líquida,42.06,12,INDISPONIVEL
Eletrônicos,Filial 3,Máscara de cílios,25.64,53,INDISPONIVEL
Eletrônicos,Filial 10,Máscara de cílios,42.99,34,INDISPONIVEL
Alimentos,Filial 7,Corretivo,90.76,65,INDISPONIVEL
Alimentos,Filial 1,Máscara de cílios,14.13,83,INDISPONIVEL
Eletrônicos,Filial 6,Sombra de olhos,65.25,60,INDISPONIVEL
Alimentos,Filial 2,Máscara de cílios,70.23,25,INDISPONIVEL
Alimentos,Filial 7,Blush em pó,91.16,41,INDISPONIVEL
Alimentos,Filial 5,Máscara de cílios,98.6,98,INDISPONIVEL
Eletrodomésticos,Filial 1,Sombra de olhos,26.44,61,INDISPONIVEL
Alimentos,Filial 10,Batom líquido,3.84,71,INDISPONIVEL
Eletrodomésticos,Filial 7,Blush em pó,25.89,10,INDISPONIVEL
Eletrodomésticos,Filial 8,Blush em pó,29.28,52,INDISPONIVEL
Roupas,Filial 3,Batom líquido,24.58,42,INDISPONIVEL
Roupas,Filial 8,Pó compacto,48.82,23,INDISPONIVEL
Alimentos,Filial 2,Pó compacto,9.2,81,INDISPONIVEL
Alimentos,Filial 10,Base líquida,64.38,31,INDISPONIVEL
Eletrônicos,Filial 5,Corretivo,48.36,86,INDISPONIVEL
Eletrônicos,Filial 4,Base líquida,91.63,15,INDISPONIVEL
Eletrodomésticos,Filial 4,Pó compacto,38.64,77,INDISPONIVEL
Eletrodomésticos,Filial 6,Batom matte,59.62,12,INDISPONIVEL
Eletrodomésticos,Filial 5,Batom matte,34.91,12,INDISPONIVEL
Eletrônicos,Filial 5,Base líquida,89.65,82,INDISPONIVEL
Alimentos,Filial 6,Pó compacto,32.15,16,INDISPONIVEL
Eletrodomésticos,Filial 5,Batom matte,21.49,29,INDISPONIVEL
Alimentos,Filial 7,Batom matte,51.42,52,INDISPONIVEL
Alimentos,Filial 7,Lápis de sobrancelha,70.13,39,INDISPONIVEL
Eletrodomésticos,Filial 10,Batom líquido,81.51,16,INDISPONIVEL
Eletrodomésticos,Filial 4,Batom matte,53.11,70,INDISPONIVEL
Eletrônicos,Filial 8,Sombra de olhos,3.97,45,INDISPONIVEL
Roupas,Filial 2,Batom líquido,49.56,3,INDISPONIVEL
Eletrodomésticos,Filial 1,Sombra de olhos,31.7,86,INDISPONIVEL
Eletrodomésticos,Filial 2,Máscara de cílios,14.47,4,INDISPONIVEL
Roupas,Filial 2,Máscara de cílios,14.61,79,INDISPONIVEL
Eletrodomésticos,Filial 2,Lápis de sobrancelha,80.58,92,INDISPONIVEL
Roupas,Filial 2,Pó compacto,5.41,94,INDISPONIVEL
Roupas,Filial 4,Blush em pó,67.44,43,INDISPONIVEL
Alimentos,Filial 4,Pó compacto,63.27,26,INDISPONIVEL
Roupas,Filial 7,Batom líquido,4.8,86,INDISPONIVEL
Eletrodomésticos,Filial 9,Batom líquido,32.21,39,INDISPONIVEL
Eletrônicos,Filial 5,Lápis de sobrancelha,28.12,32,INDISPONIVEL
Eletrodomésticos,Filial 9,Delineador líquido,54.04,40,INDISPONIVEL
Roupas,Filial 7,Blush em pó,34.24,93,INDISPONIVEL
Roupas,Filial 3,Lápis de sobrancelha,50.95,6,INDISPONIVEL
Alimentos,Filial 4,Batom líquido,88.87,50,INDISPONIVEL
Eletrodomésticos,Filial 4,Pó compacto,10.73,85,INDISPONIVEL
Roupas,Filial 5,Máscara de cílios,69.04,99,INDISPONIVEL
Eletrodomésticos,Filial 7,Blush em pó,67.5,64,INDISPONIVEL
Eletrodomésticos,Filial 7,Lápis de sobrancelha,57.38,93,INDISPONIVEL
Eletrônicos,Filial 1,Blush em pó,48.03,72,INDISPONIVEL
Eletrônicos,Filial 5,Corretivo,70.15,81,INDISPONIVEL
Roupas,Filial 4,Batom líquido,95.69,75,INDISPONIVEL
Eletrônicos,Filial 1,Base líquida,76.86,53,INDISPONIVEL
Roupas,Filial 2,Batom matte,66.98,34,INDISPONIVEL
Eletrônicos,Filial 1,Delineador líquido,87.93,85,INDISPONIVEL
Roupas,Filial 1,Sombra de olhos,71.65,82,INDISPONIVEL
Roupas,Filial 4,Corretivo,1.85,49,INDISPONIVEL
Alimentos,Filial 3,Sombra de olhos,55.49,86,INDISPONIVEL
Roupas,Filial 9,Lápis de sobrancelha,95.77,47,INDISPONIVEL
Roupas,Filial 5,Corretivo,27.44,63,INDISPONIVEL
Alimentos,Filial 9,Delineador líquido,75.16,84,INDISPONIVEL
Alimentos,Filial 6,Delineador líquido,36.79,35,INDISPONIVEL
Eletrônicos,Filial 3,Máscara de cílios,28.57,10,INDISPONIVEL
Alimentos,Filial 8,Máscara de cílios,23.9,49,INDISPONIVEL
Alimentos,Filial 3,Base líquida,78.19,9,INDISPONIVEL
Roupas,Filial 10,Máscara de cílios,92.16,35,INDISPONIVEL
Roupas,Filial 1,Máscara de cílios,46.48,39,INDISPONIVEL
Eletrodomésticos,Filial 8,Pó compacto,21.85,29,INDISPONIVEL
Eletrônicos,Filial 10,Delineador líquido,65.36,6,INDISPONIVEL
Roupas,Filial 5,Base líquida,42.81,17,INDISPONIVEL
Alimentos,Filial 8,Pó compacto,18.09,13,INDISPONIVEL
Eletrônicos,Filial 10,Lápis de sobrancelha,28.82,32,INDISPONIVEL
Eletrodomésticos,Filial 7,Blush em pó,69.97,18,INDISPONIVEL
Alimentos,Filial 9,Máscara de cílios,32.7,77,INDISPONIVEL
Eletrônicos,Filial 10,Sombra de olhos,53.15,35,INDISPONIVEL
Eletrônicos,Filial 5,Base líquida,71.77,27,INDISPONIVEL
Alimentos,Filial 2,Máscara de cílios,73.5,43,INDISPONIVEL
Alimentos,Filial 9,Corretivo,32.97,91,INDISPONIVEL
Alimentos,Filial 9,Batom líquido,31.83,17,INDISPONIVEL
Roupas,Filial 5,Base líquida,54.38,10,INDISPONIVEL
Alimentos,Filial 4,Pó compacto,58.33,40,INDISPONIVEL
Eletrodomésticos,Filial 10,Base líquida,66.71,76,INDISPONIVEL
Roupas,Filial 6,Lápis de sobrancelha,16.95,42,INDISPONIVEL
Alimentos,Filial 9,Máscara de cílios,7.36,86,INDISPONIVEL
Alimentos,Filial 4,Delineador líquido,58.38,53,INDISPONIVEL
Eletrodomésticos,Filial 4,Pó compacto,72.0,20,INDISPONIVEL
Eletrodomésticos,Filial 6,Batom líquido,17.18,8,INDISPONIVEL
Alimentos,Filial 9,Sombra de olhos,91.7,83,INDISPONIVEL
Alimentos,Filial 6,Batom líquido,96.47,39,INDISPONIVEL
Roupas,Filial 4,Delineador líquido,71.91,99,INDISPONIVEL
Alimentos,Filial 9,Corretivo,18.48,63,INDISPONIVEL
Eletrodomésticos,Filial 5,Máscara de cílios,53.84,65,INDISPONIVEL
Alimentos,Filial 7,Blush em pó,57.96,85,INDISPONIVEL
Alimentos,Filial 5,Pó compacto,58.38,41,INDISPONIVEL
Alimentos,Filial 8,Batom matte,55.27,57,INDISPONIVEL
Alimentos,Filial 1,Base líquida,15.11,30,INDISPONIVEL
Eletrônicos,Filial 10,Delineador líquido,3.59,33,INDISPONIVEL
Roupas,Filial 1,Lápis de sobrancelha,24.02,31,INDISPONIVEL
Eletrônicos,Filial 2,Base líquida,24.87,39,INDISPONIVEL
Eletrodomésticos,Filial 10,Sombra de olhos,5.79,64,INDISPONIVEL
Eletrodomésticos,Filial 8,Corretivo,7.99,19,INDISPONIVEL
Alimentos,Filial 5,Batom matte,56.23,46,INDISPONIVEL
Eletrônicos,Filial 8,Delineador líquido,54.43,28,INDISPONIVEL
Alimentos,Filial 7,Lápis de sobrancelha,85.74,90,INDISPONIVEL
Eletrônicos,Filial 4,Batom matte,21.03,61,INDISPONIVEL
Eletrodomésticos,Filial 6,Delineador líquido,70.25,65,INDISPONIVEL
Eletrônicos,Filial 7,Batom líquido,4.58,93,INDISPONIVEL
Roupas,Filial 6,Batom líquido,11.28,85,INDISPONIVEL
Alimentos,Filial 10,Batom líquido,76.44,78,INDISPONIVEL
Alimentos,Filial 6,Batom matte,83.86,70,INDISPONIVEL
Eletrônicos,Filial 1,Blush em pó,62.93,77,INDISPONIVEL
Alimentos,Filial 6,Corretivo,36.87,5,INDISPONIVEL
Eletrônicos,Filial 7,Lápis de sobrancelha,95.76,76,INDISPONIVEL
Eletrônicos,Filial 3,Batom líquido,30.25,18,INDISPONIVEL
Eletrodomésticos,Filial 5,Lápis de sobrancelha,7.11,48,INDISPONIVEL
Eletrodomésticos,Filial 4,Delineador líquido,61.41,88,INDISPONIVEL
Eletrodomésticos,Filial 6,Máscara de cílios,71.81,70,INDISPONIVEL
Roupas,Filial 5,Máscara de cílios,88.18,28,INDISPONIVEL
Alimentos,Filial 8,Batom matte,85.28,78,INDISPONIVEL
Alimentos,Filial 8,Corretivo,36.89,45,INDISPONIVEL
Roupas,Filial 4,Batom líquido,28.46,83,INDISPONIVEL
Alimentos,Filial 4,Corretivo,8.22,97,INDISPONIVEL
Eletrodomésticos,Filial 10,Base líquida,24.08,84,INDISPONIVEL
Eletrônicos,Filial 10,Blush em pó,9.06,25,INDISPONIVEL
Alimentos,Filial 10,Batom líquido,19.23,68,INDISPONIVEL
Eletrodomésticos,Filial 10,Batom matte,47.09,93,INDISPONIVEL
Roupas,Filial 7,Lápis de sobrancelha,44.97,76,INDISPONIVEL
Alimentos,Filial 5,Base líquida,13.68,52,INDISPONIVEL
Eletrodomésticos,Filial 8,Máscara de cílios,41.71,88,INDISPONIVEL
Eletrônicos,Filial 8,Delineador líquido,63.62,14,INDISPONIVEL
Alimentos,Filial 1,Blush em pó,54.43,26,INDISPONIVEL
Roupas,Filial 10,Blush em pó,16.82,9,INDISPONIVEL
Roupas,Filial 10,Base líquida,59.46,6,INDISPONIVEL
Eletrônicos,Filial 9,Base líquida,69.78,30,INDISPONIVEL
Alimentos,Filial 6,Corretivo,72.97,74,INDISPONIVEL
Alimentos,Filial 1,Base líquida,45.95,16,INDISPONIVEL
Roupas,Filial 8,Delineador líquido,67.65,22,INDISPONIVEL
Eletrodomésticos,Filial 4,Batom matte,57.19,50,INDISPONIVEL
Alimentos,Filial 7,Blush em pó,71.19,84,INDISPONIVEL
Eletrodomésticos,Filial 3,Pó compacto,33.18,67,INDISPONIVEL
Roupas,Filial 10,Batom líquido,77.2,65,INDISPONIVEL
Roupas,Filial 4,Blush em pó,73.63,13,INDISPONIVEL
Eletrônicos,Filial 6,Blush em pó,92.41,63,INDISPONIVEL
Alimentos,Filial 8,Base líquida,72.93,11,INDISPONIVEL
Eletrodomésticos,Filial 3,Corretivo,67.21,86,INDISPONIVEL
Roupas,Filial 7,Corretivo,34.61,70,INDISPONIVEL
Roupas,Filial 5,Máscara de cílios,32.79,21,INDISPONIVEL
Eletrônicos,Filial 6,Corretivo,79.34,67,INDISPONIVEL
Alimentos,Filial 4,Sombra de olhos,68.92,50,INDISPONIVEL
Eletrônicos,Filial 6,Batom matte,16.21,14,INDISPONIVEL
Eletrônicos,Filial 2,Blush em pó,9.7,37,INDISPONIVEL
Eletrodomésticos,Filial 6,Batom líquido,82.22,33,INDISPONIVEL
Eletrodomésticos,Filial 10,Sombra de olhos,65.57,57,INDISPONIVEL
Alimentos,Filial 8,Lápis de sobrancelha,53.94,96,INDISPONIVEL
Roupas,Filial 8,Corretivo,24.38,56,INDISPONIVEL
Alimentos,Filial 10,Corretivo,26.15,56,INDISPONIVEL
Eletrodomésticos,Filial 3,Lápis de sobrancelha,44.22,92,INDISPONIVEL
Eletrodomésticos,Filial 9,Sombra de olhos,31.85,24,INDISPONIVEL
Roupas,Filial 1,Base líquida,70.29,20,INDISPONIVEL
Alimentos,Filial 6,Pó compacto,53.54,80,INDISPONIVEL
Eletrodomésticos,Filial 2,Blush em pó,68.22,11,INDISPONIVEL
Eletrodomésticos,Filial 9,Batom matte,93.2,73,INDISPONIVEL
Roupas,Filial 9,Delineador líquido,20.78,89,INDISPONIVEL
Alimentos,Filial 2,Máscara de cílios,7.28,72,INDISPONIVEL
Roupas,Filial 3,Delineador líquido,84.75,69,INDISPONIVEL
Eletrodomésticos,Filial 1,Blush em pó,19.7,74,INDISPONIVEL
Eletrônicos,Filial 4,Batom líquido,17.68,2,INDISPONIVEL
Alimentos,Filial 2,Lápis de sobrancelha,76.56,66,INDISPONIVEL
Eletrônicos,Filial 5,Pó compacto,28.0,1,INDISPONIVEL
Eletrodomésticos,Filial 6,Delineador líquido,44.42,73,INDISPONIVEL
Alimentos,Filial 4,Blush em pó,89.74,9,INDISPONIVEL
Alimentos,Filial 6,Sombra de olhos,89.88,92,INDISPONIVEL
Eletrodomésticos,Filial 1,Corretivo,15.4,25,INDISPONIVEL
Eletrodomésticos,Filial 1,Batom matte,3.05,83,INDISPONIVEL
Roupas,Filial 8,Delineador líquido,43.02,30,INDISPONIVEL
Eletrodomésticos,Filial 6,Lápis de sobrancelha,39.21,38,INDISPONIVEL
Alimentos,Filial 3,Batom matte,61.82,96,INDISPONIVEL
Roupas,Filial 5,Blush em pó,55.76,51,INDISPONIVEL
Roupas,Filial 4,Corretivo,9.73,14,INDISPONIVEL
Roupas,Filial 10,Lápis de sobrancelha,61.57,61,INDISPONIVEL
Eletrônicos,Filial 1,Delineador líquido,75.93,39,INDISPONIVEL
Eletrônicos,Filial 10,Lápis de sobrancelha,97.32,74,INDISPONIVEL
Eletrodomésticos,Filial 4,Pó compacto,26.08,25,INDISPONIVEL
Alimentos,Filial 4,Delineador líquido,84.83,88,INDISPONIVEL
Alimentos,Filial 5,Delineador líquido,29.56,62,INDISPONIVEL
Eletrônicos,Filial 5,Máscara de cílios,69.03,30,INDISPONIVEL
Eletrodomésticos,Filial 1,Lápis de sobrancelha,69.55,3,INDISPONIVEL
Eletrônicos,Filial 6,Sombra de olhos,42.89,67,INDISPONIVEL
Eletrônicos,Filial 3,Corretivo,13.18,67,INDISPONIVEL
Eletrônicos,Filial 4,Sombra de olhos,71.6,24,INDISPONIVEL
Eletrodomésticos,Filial 10,Corretivo,54.92,50,INDISPONIVEL
Eletrodomésticos,Filial 10,Lápis de sobrancelha,66.37,13,INDISPONIVEL
Eletrônicos,Filial 7,Batom líquido,48.64,60,INDISPONIVEL
Eletrodomésticos,Filial 9,Blush em pó,3.34,84,INDISPONIVEL
Eletrônicos,Filial 1,Blush em pó,41.44,2,INDISPONIVEL
Alimentos,Filial 7,Máscara de cílios,80.05,81,INDISPONIVEL
Roupas,Filial 8,Corretivo,5.85,34,INDISPONIVEL
Eletrodomésticos,Filial 6,Lápis de sobrancelha,74.41,29,INDISPONIVEL
Alimentos,Filial 6,Batom matte,16.82,61,INDISPONIVEL
Eletrodomésticos,Filial 10,Batom matte,75.16,51,INDISPONIVEL
Eletrodomésticos,Filial 1,Corretivo,82.46,36,INDISPONIVEL
Roupas,Filial 3,Blush em pó,17.11,74,INDISPONIVEL
Roupas,Filial 9,Base líquida,52.85,55,INDISPONIVEL
Eletrônicos,Filial 3,Delineador líquido,21.95,2,INDISPONIVEL
Alimentos,Filial 2,Máscara de cílios,77.94,57,INDISPONIVEL
Alimentos,Filial 2,Máscara de cílios,74.08,84,INDISPONIVEL
Eletrodomésticos,Filial 10,Lápis de sobrancelha,30.88,89,INDISPONIVEL
Alimentos,Filial 5,Lápis de sobrancelha,56.83,17,INDISPONIVEL
Alimentos,Filial 8,Lápis de sobrancelha,28.48,98,INDISPONIVEL
Eletrônicos,Filial 4,Delineador líquido,32.08,55,INDISPONIVEL
Roupas,Filial 2,Base líquida,53.35,20,INDISPONIVEL
Alimentos,Filial 9,Delineador líquido,12.87,64,INDISPONIVEL
Alimentos,Filial 2,Lápis de sobrancelha,91.79,49,INDISPONIVEL
Roupas,Filial 8,Batom líquido,32.46,70,INDISPONIVEL
Alimentos,Filial 10,Pó compacto,10.31,81,INDISPONIVEL
Roupas,Filial 9,Batom matte,57.86,50,INDISPONIVEL
Roupas,Filial 10,Corretivo,42.34,23,INDISPONIVEL
Eletrodomésticos,Filial 10,Base líquida,80.15,73,INDISPONIVEL
Eletrônicos,Filial 6,Sombra de olhos,97.17,74,INDISPONIVEL
Alimentos,Filial 3,Sombra de olhos,19.25,83,INDISPONIVEL
Eletrodomésticos,Filial 9,Delineador líquido,59.79,73,INDISPONIVEL
Eletrônicos,Filial 4,Pó compacto,21.38,72,INDISPONIVEL
Eletrodomésticos,Filial 3,Blush em pó,37.03,81,INDISPONIVEL
Alimentos,Filial 10,Base líquida,64.19,6,INDISPONIVEL
Roupas,Filial 10,Blush em pó,56.95,74,INDISPONIVEL
Eletrônicos,Filial 7,Corretivo,80.93,75,INDISPONIVEL
Alimentos,Filial 2,Pó compacto,83.98,65,INDISPONIVEL
Roupas,Filial 5,Lápis de sobrancelha,60.52,5,INDISPONIVEL
Eletrônicos,Filial 9,Pó compacto,97.87,53,INDISPONIVEL
Roupas,Filial 6,Base líquida,20.69,94,INDISPONIVEL
Eletrodomésticos,Filial 3,Batom matte,46.28,63,INDISPONIVEL
Roupas,Filial 8,Blush em pó,21.04,23,INDISPONIVEL
Roupas,Filial 6,Delineador líquido,44.34,67,INDISPONIVEL
Roupas,Filial 1,Lápis de sobrancelha,67.04,23,INDISPONIVEL
Eletrodomésticos,Filial 9,Lápis de sobrancelha,14.3,8,INDISPONIVEL
Eletrônicos,Filial 7,Pó compacto,7.96,52,INDISPONIVEL
Roupas,Filial 8,Blush em pó,89.7,84,INDISPONIVEL
Roupas,Filial 8,Batom líquido,40.85,50,INDISPONIVEL
Eletrônicos,Filial 10,Batom matte,38.67,69,INDISPONIVEL
Alimentos,Filial 2,Pó compacto,25.73,62,INDISPONIVEL
Roupas,Filial 7,Base líquida,63.5,78,INDISPONIVEL
Roupas,Filial 10,Pó compacto,90.18,56,INDISPONIVEL
Eletrodomésticos,Filial 10,Corretivo,46.38,24,INDISPONIVEL
Eletrônicos,Filial 5,Máscara de cílios,57.55,2,INDISPONIVEL
Eletrodomésticos,Filial 5,Batom líquido,51.17,60,INDISPONIVEL
Roupas,Filial 4,Batom líquido,66.77,91,INDISPONIVEL
Eletrodomésticos,Filial 9,Sombra de olhos,19.98,47,INDISPONIVEL
Eletrodomésticos,Filial 1,Blush em pó,13.23,87,INDISPONIVEL
Roupas,Filial 5,Máscara de cílios,90.06,49,INDISPONIVEL
Alimentos,Filial 2,Blush em pó,5.12,2,INDISPONIVEL
Alimentos,Filial 4,Pó compacto,4.15,77,INDISPONIVEL
Roupas,Filial 9,Batom matte,63.64,73,INDISPONIVEL
Eletrônicos,Filial 9,Base líquida,36.43,64,INDISPONIVEL
Eletrodomésticos,Filial 7,Batom matte,34.69,1,INDISPONIVEL
Alimentos,Filial 7,Pó compacto,26.39,54,INDISPONIVEL
Alimentos,Filial 2,Lápis de sobrancelha,49.52,93,INDISPONIVEL
Alimentos,Filial 6,Base líquida,13.11,42,INDISPONIVEL
Alimentos,Filial 4,Sombra de olhos,23.43,91,INDISPONIVEL
Eletrônicos,Filial 9,Batom matte,25.8,24,INDISPONIVEL
Roupas,Filial 5,Batom líquido,83.23,65,INDISPONIVEL
Alimentos,Filial 3,Delineador líquido,66.5,17,INDISPONIVEL
Alimentos,Filial 10,Base líquida,82.56,85,INDISPONIVEL
Eletrônicos,Filial 5,Máscara de cílios,6.81,51,INDISPONIVEL
Roupas,Filial 6,Pó compacto,20.04,62,INDISPONIVEL
Eletrodomésticos,Filial 10,Blush em pó,94.79,37,INDISPONIVEL
Alimentos,Filial 4,Sombra de olhos,64.47,85,INDISPONIVEL
Eletrodomésticos,Filial 1,Lápis de sobrancelha,39.25,17,INDISPONIVEL
Eletrônicos,Filial 7,Corretivo,79.51,36,INDISPONIVEL
Eletrônicos,Filial 7,Base líquida,17.29,73,INDISPONIVEL
Alimentos,Filial 6,Delineador líquido,26.04,82,INDISPONIVEL
Eletrônicos,Filial 10,Lápis de sobrancelha,47.93,55,INDISPONIVEL
Eletrodomésticos,Filial 8,Batom matte,68.86,79,INDISPONIVEL
Alimentos,Filial 2,Blush em pó,19.68,40,INDISPONIVEL
Eletrodomésticos,Filial 5,Base líquida,6.59,69,INDISPONIVEL
Roupas,Filial 2,Corretivo,38.96,54,INDISPONIVEL
Roupas,Filial 4,Sombra de olhos,6.41,75,INDISPONIVEL
Eletrônicos,Filial 8,Máscara de cílios,36.43,100,INDISPONIVEL
Eletrônicos,Filial 7,Sombra de olhos,13.17,25,INDISPONIVEL
Roupas,Filial 10,Corretivo,20.19,65,INDISPONIVEL
Roupas,Filial 4,Batom líquido,78.18,86,INDISPONIVEL
Roupas,Filial 3,Base líquida,53.04,18,INDISPONIVEL
Eletrônicos,Filial 5,Máscara de cílios,43.27,9,INDISPONIVEL
Eletrodomésticos,Filial 2,Blush em pó,9.16,39,INDISPONIVEL
Eletrônicos,Filial 8,Corretivo,15.12,59,INDISPONIVEL
Eletrônicos,Filial 3,Máscara de cílios,52.08,42,INDISPONIVEL
Eletrônicos,Filial 3,Delineador líquido,47.07,75,INDISPONIVEL
Eletrodomésticos,Filial 1,Lápis de sobrancelha,79.44,56,INDISPONIVEL
Roupas,Filial 5,Lápis de sobrancelha,6.88,62,INDISPONIVEL
Eletrodomésticos,Filial 10,Máscara de cílios,79.54,82,INDISPONIVEL
Alimentos,Filial 1,Base líquida,32.25,30,INDISPONIVEL
Alimentos,Filial 1,Máscara de cílios,7.95,3,INDISPONIVEL
Roupas,Filial 7,Sombra de olhos,56.82,40,INDISPONIVEL
Eletrônicos,Filial 6,Corretivo,50.21,46,INDISPONIVEL
Eletrodomésticos,Filial 8,Blush em pó,42.61,4,INDISPONIVEL
Eletrônicos,Filial 2,Batom matte,35.14,18,INDISPONIVEL
Alimentos,Filial 4,Pó compacto,34.58,60,INDISPONIVEL
Roupas,Filial 6,Lápis de sobrancelha,13.41,40,INDISPONIVEL
Alimentos,Filial 8,Sombra de olhos,95.82,98,INDISPONIVEL
Eletrodomésticos,Filial 2,Base líquida,18.22,66,INDISPONIVEL
Eletrônicos,Filial 5,Batom matte,65.93,25,INDISPONIVEL
Alimentos,Filial 3,Batom líquido,90.86,56,INDISPONIVEL
Alimentos,Filial 8,Delineador líquido,35.42,100,INDISPONIVEL
Roupas,Filial 1,Máscara de cílios,9.48,65,INDISPONIVEL
Alimentos,Filial 6,Máscara de cílios,75.95,19,INDISPONIVEL
Eletrodomésticos,Filial 1,Lápis de sobrancelha,36.32,40,INDISPONIVEL
Eletrônicos,Filial 8,Base líquida,61.91,13,INDISPONIVEL
Eletrodomésticos,Filial 7,Sombra de olhos,49.19,17,INDISPONIVEL
Alimentos,Filial 1,Blush em pó,96.51,30,INDISPONIVEL
Roupas,Filial 1,Base líquida,97.32,60,INDISPONIVEL
Roupas,Filial 7,Blush em pó,10.18,63,INDISPONIVEL
Alimentos,Filial 5,Lápis de sobrancelha,38.56,44,INDISPONIVEL
Eletrodomésticos,Filial 2,Batom matte,32.38,22,INDISPONIVEL
Eletrodomésticos,Filial 3,Delineador líquido,68.61,50,INDISPONIVEL
Eletrodomésticos,Filial 1,Batom matte,54.35,41,INDISPONIVEL
Eletrônicos,Filial 10,Base líquida,76.32,94,INDISPONIVEL
Alimentos,Filial 1,Corretivo,20.19,19,INDISPONIVEL
Eletrodomésticos,Filial 1,Sombra de olhos,44.74,97,INDISPONIVEL
Roupas,Filial 3,Blush em pó,29.14,31,INDISPONIVEL
Eletrodomésticos,Filial 1,Delineador líquido,86.69,40,INDISPONIVEL
Roupas,Filial 8,Batom matte,93.73,75,INDISPONIVEL
Roupas,Filial 3,Lápis de sobrancelha,48.51,18,INDISPONIVEL
Eletrodomésticos,Filial 8,Sombra de olhos,83.1,73,INDISPONIVEL
Roupas,Filial 10,Base líquida,6.64,89,INDISPONIVEL
Alimentos,Filial 9,Lápis de sobrancelha,71.78,92,INDISPONIVEL
Eletrodomésticos,Filial 10,Batom líquido,54.07,93,INDISPONIVEL
Roupas,Filial 8,Delineador líquido,8.43,47,INDISPONIVEL
Eletrodomésticos,Filial 8,Pó compacto,53.2,77,INDISPONIVEL
Roupas,Filial 9,Blush em pó,25.23,84,INDISPONIVEL
Alimentos,Filial 10,Delineador líquido,86.28,47,INDISPONIVEL
Eletrônicos,Filial 4,Blush em pó,48.8,3,INDISPONIVEL
Eletrodomésticos,Filial 2,Corretivo,95.9,24,INDISPONIVEL
Eletrônicos,Filial 3,Blush em pó,15.08,90,INDISPONIVEL
Roupas,Filial 3,Corretivo,78.02,38,INDISPONIVEL
Roupas,Filial 7,Máscara de cílios,1.03,65,INDISPONIVEL
Eletrônicos,Filial 7,Base líquida,22.4,28,INDISPONIVEL
Roupas,Filial 2,Delineador líquido,14.18,94,INDISPONIVEL
Roupas,Filial 7,Pó compacto,22.41,41,INDISPONIVEL
Roupas,Filial 10,Corretivo,34.14,47,INDISPONIVEL
Alimentos,Filial 8,Pó compacto,52.21,66,INDISPONIVEL
Roupas,Filial 10,Máscara de cílios,83.15,39,INDISPONIVEL
Roupas,Filial 3,Blush em pó,64.02,60,INDISPONIVEL
Roupas,Filial 2,Delineador líquido,62.97,82,INDISPONIVEL
Roupas,Filial 6,Máscara de cílios,57.62,82,INDISPONIVEL
Alimentos,Filial 3,Pó compacto,58.2,18,INDISPONIVEL
Alimentos,Filial 9,Lápis de sobrancelha,50.74,75,INDISPONIVEL
Roupas,Filial 3,Sombra de olhos,87.36,22,INDISPONIVEL
Eletrônicos,Filial 8,Blush em pó,7.62,19,INDISPONIVEL
Eletrônicos,Filial 4,Máscara de cílios,88.87,65,INDISPONIVEL
Alimentos,Filial 9,Corretivo,41.45,32,INDISPONIVEL
Alimentos,Filial 6,Blush em pó,16.36,6,INDISPONIVEL
Alimentos,Filial 2,Batom matte,7.58,97,INDISPONIVEL
Alimentos,Filial 6,Batom líquido,43.68,77,INDISPONIVEL
Eletrodomésticos,Filial 10,Sombra de olhos,49.21,56,INDISPONIVEL
Roupas,Filial 9,Corretivo,52.52,92,INDISPONIVEL
Eletrodomésticos,Filial 2,Batom líquido,84.34,96,INDISPONIVEL
Alimentos,Filial 8,Sombra de olhos,23.46,44,INDISPONIVEL
Eletrodomésticos,Filial 4,Base líquida,25.65,49,INDISPONIVEL
Eletrodomésticos,Filial 5,Batom matte,59.09,56,INDISPONIVEL
Eletrônicos,Filial 1,Batom líquido,72.79,79,INDISPONIVEL
Alimentos,Filial 6,Blush em pó,41.36,4,INDISPONIVEL
Roupas,Filial 7,Delineador líquido,44.86,41,INDISPONIVEL
Roupas,Filial 9,Sombra de olhos,68.02,48,INDISPONIVEL
Eletrônicos,Filial 2,Lápis de sobrancelha,67.85,85,INDISPONIVEL
Roupas,Filial 10,Delineador líquido,68.63,28,INDISPONIVEL
Eletrônicos,Filial 6,Delineador líquido,60.93,52,INDISPONIVEL
Roupas,Filial 1,Delineador líquido,9.28,40,INDISPONIVEL
Eletrônicos,Filial 8,Blush em pó,4.11,50,INDISPONIVEL
Eletrodomésticos,Filial 4,Batom líquido,28.2,13,INDISPONIVEL
Alimentos,Filial 8,Lápis de sobrancelha,56.7,19,INDISPONIVEL
Alimentos,Filial 6,Batom matte,24.67,6,INDISPONIVEL
Eletrônicos,Filial 9,Delineador líquido,63.19,26,INDISPONIVEL
Alimentos,Filial 2,Sombra de olhos,50.51,79,INDISPONIVEL
